PARTNO,ROUTECD,PARTCUSTID,TRANSCD,QTY,DATE,TIME,PART_ID,datetime,DEADLINE,FOLLOW_TYPE,BATCH_INDEX,BATCH_ID
A76825BZ230,SDTC,D722,4,1.0,2025-07-01,08:35:03,A76825BZ230,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
D9098012292,SDTC,D751,4,1.0,2025-07-01,08:35:03,D9098012292,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A7544342140,SDTC,C711,4,1.0,2025-07-01,08:35:03,A7544342140,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A7543142220,SDTC,C711,4,1.0,2025-07-01,08:35:03,A7543142220,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A04465F4021,SDTC,D724,4,1.0,2025-07-01,08:35:03,A04465F4021,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A5257512230,SDTC,D722,4,1.0,2025-07-01,08:35:03,A5257512230,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A88561BZ620,SDTC,D721,4,1.0,2025-07-01,08:35:03,A88561BZ620,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
N2706028260CY,SDTC,D720,4,1.0,2025-07-01,08:35:03,N2706028260CY,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
C17451E0110,SDTC,J707,4,2.0,2025-07-01,08:35:03,C17451E0110,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A52575BZ080,SDTC,D722,4,1.0,2025-07-01,08:35:03,A52575BZ080,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A525350D160,SDTC,D703,4,1.0,2025-07-01,08:35:03,A525350D160,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
C8318137210,SDTC,J714,4,1.0,2025-07-01,08:35:03,C8318137210,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
CSZ17810007,SDTC,J707,4,1.0,2025-07-01,08:35:03,CSZ17810007,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A7544342110,SDTC,C711,4,1.0,2025-07-01,08:35:03,A7544342110,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A525910D300,SDTC,D722,4,1.0,2025-07-01,08:35:03,A525910D300,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A52576BZ080,SDTC,D722,4,1.0,2025-07-01,08:35:03,A52576BZ080,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
CSZ12608007,SDTC,J707,4,2.0,2025-07-01,08:35:03,CSZ12608007,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
N909160259983,SDTC,D720,4,1.0,2025-07-01,08:35:03,N909160259983,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
CSZ11610171,SDTC,J707,4,2.0,2025-07-01,08:35:03,CSZ11610171,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
A5257612230,SDTC,D722,4,1.0,2025-07-01,08:35:03,A5257612230,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,0,SDTC_B0
CS241091860,SDTC,J707,4,1.0,2025-07-01,08:35:03,CS241091860,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A9004A18035,SDTC,D721,4,2.0,2025-07-01,08:35:03,A9004A18035,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A89341BZ350D5,SDTC,D722,4,1.0,2025-07-01,08:35:03,A89341BZ350D5,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
D2220431020,SDTC,D751,4,1.0,2025-07-01,08:35:03,D2220431020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A7348002590C0,SDTC,E710,4,1.0,2025-07-01,08:35:03,A7348002590C0,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A8710602560,SDTC,E720,4,1.0,2025-07-01,08:35:03,A8710602560,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A55715BZ010,SDTC,E724,4,1.0,2025-07-01,08:35:03,A55715BZ010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
D7595378020,SDTC,D752,4,1.0,2025-07-01,08:35:03,D7595378020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A6903002580,SDTC,E720,4,1.0,2025-07-01,08:35:03,A6903002580,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A7576206110,SDTC,D728,4,1.0,2025-07-01,08:35:03,A7576206110,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A6784206230,SDTC,D728,4,1.0,2025-07-01,08:35:03,A6784206230,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
D7597778020,SDTC,D752,4,1.0,2025-07-01,08:35:03,D7597778020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A7598806090,SDTC,D728,4,1.0,2025-07-01,08:35:03,A7598806090,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A5256333060,SDTC,D728,4,1.0,2025-07-01,08:35:03,A5256333060,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A6767406100,SDTC,D728,4,1.0,2025-07-01,08:35:03,A6767406100,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A9058014073,SDTC,D728,4,2.0,2025-07-01,08:35:03,A9058014073,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
D7507578020,SDTC,D752,4,1.0,2025-07-01,08:35:03,D7507578020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A4504602040,SDTC,D728,4,1.0,2025-07-01,08:35:03,A4504602040,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
A6920102230,SDTC,E720,4,1.0,2025-07-01,08:35:03,A6920102230,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
D6713976020,SDTC,D752,4,1.0,2025-07-01,08:35:03,D6713976020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,1,SDTC_B1
NP76410K002,SDTC,E720,4,1.0,2025-07-01,08:35:03,NP76410K002,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
D8821048170,SDTC,D753,4,1.0,2025-07-01,08:35:03,D8821048170,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A5381348011,SDTC,D731,4,1.0,2025-07-01,08:35:03,A5381348011,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A9011506166,SDTC,D719,4,3.0,2025-07-01,08:35:03,A9011506166,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
NP76410K003,SDTC,E720,4,1.0,2025-07-01,08:35:03,NP76410K003,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A1603124011,SDTC,E710,4,1.0,2025-07-01,08:35:03,A1603124011,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A5575402220,SDTC,D731,4,1.0,2025-07-01,08:35:03,A5575402220,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A7544042110,SDTC,D728,4,1.0,2025-07-01,08:35:03,A7544042110,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A69220BZ260,SDTC,E724,4,1.0,2025-07-01,08:35:03,A69220BZ260,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A5246247010,SDTC,D731,4,2.0,2025-07-01,08:35:03,A5246247010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
NP75014200224,SDTC,D728,4,1.0,2025-07-01,08:35:03,NP75014200224,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A6278560030,SDTC,D728,4,1.0,2025-07-01,08:35:03,A6278560030,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A1632525010,SDTC,E710,4,1.0,2025-07-01,08:35:03,A1632525010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A4260716020,SDTC,D731,4,1.0,2025-07-01,08:35:03,A4260716020,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A4550309220,SDTC,D728,4,2.0,2025-07-01,08:35:03,A4550309220,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A5219147030,SDTC,D731,4,2.0,2025-07-01,08:35:03,A5219147030,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A5193124010,SDTC,E707,4,1.0,2025-07-01,08:35:03,A5193124010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A55168BZ080,SDTC,E724,4,1.0,2025-07-01,08:35:03,A55168BZ080,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A7586733050,SDTC,D728,4,5.0,2025-07-01,08:35:03,A7586733050,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A9018906104,SDTC,D728,4,2.0,2025-07-01,08:35:03,A9018906104,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,2,SDTC_B2
A1603224010,SDTC,E710,4,1.0,2025-07-01,08:35:03,A1603224010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A53705BZ110,SDTC,E724,4,1.0,2025-07-01,08:35:03,A53705BZ110,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A4504702010,SDTC,D728,4,1.0,2025-07-01,08:35:03,A4504702010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A773000K010,SDTC,E703,4,1.0,2025-07-01,08:35:03,A773000K010,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A7597806080,SDTC,D728,4,1.0,2025-07-01,08:35:03,A7597806080,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A8121048051,SDTC,E724,4,1.0,2025-07-01,08:35:03,A8121048051,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A8156402790,SDTC,D718,4,1.0,2025-07-01,08:35:03,A8156402790,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A7440102100,SDTC,D720,4,1.0,2025-07-01,08:35:03,A7440102100,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A9015960496,SDTC,D728,4,4.0,2025-07-01,08:35:03,A9015960496,2025-07-01 08:35:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A7575542020,SDTC,E710,4,1.0,2025-07-01,08:35:04,A7575542020,2025-07-01 08:35:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A6766342030,SDTC,E710,4,1.0,2025-07-01,08:35:04,A6766342030,2025-07-01 08:35:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A6786142120,SDTC,E710,4,1.0,2025-07-01,08:35:04,A6786142120,2025-07-01 08:35:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A8511042270,SDTC,D724,4,1.0,2025-07-01,08:40:03,A8511042270,2025-07-01 08:40:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A1740825032,SDTC,D722,4,1.0,2025-07-01,08:40:03,A1740825032,2025-07-01 08:40:03,2025-07-01 11:00:00,TC1,3,SDTC_B3
A815600M050,SDTC,D719,4,1.0,2025-07-01,08:40:04,A815600M050,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
6C86JU42F01,SDTC,D706,4,1.0,2025-07-01,08:40:04,6C86JU42F01,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A8794042B90,SDTC,D706,4,1.0,2025-07-01,08:40:04,A8794042B90,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A6784102290,SDTC,D710,4,1.0,2025-07-01,08:40:04,A6784102290,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A881620W385,SDTC,D706,4,1.0,2025-07-01,08:40:04,A881620W385,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A4853142390,SDTC,D704,4,2.0,2025-07-01,08:40:04,A4853142390,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,3,SDTC_B3
A4883020010,SDTC,D719,4,1.0,2025-07-01,08:40:04,A4883020010,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A814800D100,SDTC,D722,4,1.0,2025-07-01,08:40:04,A814800D100,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
NP75075200311,SDTC,D722,4,1.0,2025-07-01,08:40:04,NP75075200311,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A5338942060,SDTC,D722,4,1.0,2025-07-01,08:40:04,A5338942060,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A7690242050,SDTC,D722,4,1.0,2025-07-01,08:40:04,A7690242050,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A815900D401,SDTC,D722,4,1.0,2025-07-01,08:40:04,A815900D401,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A5259133040,SDTC,D722,4,1.0,2025-07-01,08:40:04,A5259133040,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A9010510585,SDTC,D722,4,2.0,2025-07-01,08:40:04,A9010510585,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A8710302431,SDTC,D719,4,1.0,2025-07-01,08:40:04,A8710302431,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A5257633130,SDTC,D722,4,1.0,2025-07-01,08:40:04,A5257633130,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A5259233040,SDTC,D722,4,1.0,2025-07-01,08:40:04,A5259233040,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A525920D300,SDTC,D722,4,1.0,2025-07-01,08:40:04,A525920D300,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A1757725010,SDTC,D722,4,1.0,2025-07-01,08:40:04,A1757725010,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A6903042221,SDTC,D730,4,1.0,2025-07-01,08:40:04,A6903042221,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A1210128060,SDTC,D730,4,1.0,2025-07-01,08:40:04,A1210128060,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A9034112012,SDTC,D730,4,1.0,2025-07-01,08:40:04,A9034112012,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A819770D040,SDTC,D704,4,1.0,2025-07-01,08:40:04,A819770D040,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A9091602730,SDTC,D728,4,1.0,2025-07-01,08:40:04,A9091602730,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A525750D210,SDTC,D704,4,1.0,2025-07-01,08:40:04,A525750D210,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A525910D230,SDTC,D704,4,1.0,2025-07-01,08:40:04,A525910D230,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,4,SDTC_B4
A9091602778,SDTC,D703,4,1.0,2025-07-01,08:40:04,A9091602778,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A692420D140,SDTC,D725,4,1.0,2025-07-01,08:40:04,A692420D140,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A123710T090,SDTC,D701,4,1.0,2025-07-01,08:40:04,A123710T090,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A123720T140,SDTC,D701,4,1.0,2025-07-01,08:40:04,A123720T140,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A692410D210,SDTC,D725,4,1.0,2025-07-01,08:40:04,A692410D210,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A692030D170,SDTC,D725,4,1.0,2025-07-01,08:40:04,A692030D170,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A9054109124,SDTC,D719,4,2.0,2025-07-01,08:40:04,A9054109124,2025-07-01 08:40:04,2025-07-01 11:00:00,TC1,5,SDTC_B5
A7544402111,SDTC,D728,4,1.0,2025-07-01,09:05:06,A7544402111,2025-07-01 09:05:06,2025-07-01 11:00:00,TC1,5,SDTC_B5
A7544402161,SDTC,D728,4,1.0,2025-07-01,09:05:06,A7544402161,2025-07-01 09:05:06,2025-07-01 11:00:00,TC1,5,SDTC_B5
A7544402091,SDTC,D728,4,1.0,2025-07-01,09:05:06,A7544402091,2025-07-01 09:05:06,2025-07-01 11:00:00,TC1,5,SDTC_B5
A9097502009,SDTC,D728,4,1.0,2025-07-01,09:05:06,A9097502009,2025-07-01 09:05:06,2025-07-01 11:00:00,TC1,5,SDTC_B5
A487170A020,SDTC,E710,4,1.0,2025-07-01,09:05:07,A487170A020,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A8794542200A1,SDTC,D710,4,1.0,2025-07-01,09:05:07,A8794542200A1,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A756050D040,SDTC,D710,4,1.0,2025-07-01,09:05:07,A756050D040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A8520728030,SDTC,D703,4,1.0,2025-07-01,09:05:07,A8520728030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A683100D010,SDTC,D710,4,1.0,2025-07-01,09:05:07,A683100D010,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A8934810050C0,SDTC,D728,4,1.0,2025-07-01,09:05:07,A8934810050C0,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A9004467500,SDTC,E710,4,1.0,2025-07-01,09:05:07,A9004467500,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
CSZ10910072,SDTC,J706,4,1.0,2025-07-01,09:05:07,CSZ10910072,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A7544402C90,SDTC,D718,4,1.0,2025-07-01,09:05:07,A7544402C90,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,5,SDTC_B5
A5215502040,SDTC,D728,4,1.0,2025-07-01,09:05:07,A5215502040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A756050D040,SDTC,E710,4,1.0,2025-07-01,09:05:07,A756050D040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D9091901191,SDTC,D753,4,8.0,2025-07-01,09:05:07,D9091901191,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A5382402221,SDTC,D718,4,1.0,2025-07-01,09:05:07,A5382402221,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A8159002D00,SDTC,D718,4,1.0,2025-07-01,09:05:07,A8159002D00,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A044950B030,SDTC,D714,4,1.0,2025-07-01,09:05:07,A044950B030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A487270A020,SDTC,E710,4,1.0,2025-07-01,09:05:07,A487270A020,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D5211448620,SDTC,D753,4,1.0,2025-07-01,09:05:07,D5211448620,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A76851F4010,SDTC,D728,4,1.0,2025-07-01,09:05:07,A76851F4010,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A879450F911,SDTC,D718,4,1.0,2025-07-01,09:05:07,A879450F911,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D7507578020,SDTC,D753,4,1.0,2025-07-01,09:05:07,D7507578020,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D8791048732,SDTC,D753,4,1.0,2025-07-01,09:05:07,D8791048732,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A9018909002,SDTC,D728,4,2.0,2025-07-01,09:05:07,A9018909002,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A52163YY030,SDTC,D721,4,1.0,2025-07-01,09:05:07,A52163YY030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A5253542040,SDTC,D722,4,1.0,2025-07-01,09:05:07,A5253542040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D5312348150,SDTC,D753,4,1.0,2025-07-01,09:05:07,D5312348150,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A9033325003,SDTC,D722,4,2.0,2025-07-01,09:05:07,A9033325003,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A5254102010,SDTC,D728,4,2.0,2025-07-01,09:05:07,A5254102010,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
A5219147030,SDTC,D721,4,2.0,2025-07-01,09:05:07,A5219147030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
D8710648180,SDTC,D753,4,1.0,2025-07-01,09:05:07,D8710648180,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,6,SDTC_B6
C25627E0130,SDTC,J706,4,1.0,2025-07-01,09:05:07,C25627E0130,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
D7544348280,SDTC,D753,4,1.0,2025-07-01,09:05:07,D7544348280,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A56117BZ310,SDTC,D720,4,1.0,2025-07-01,09:05:07,A56117BZ310,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A8791542230C0,SDTC,D722,4,1.0,2025-07-01,09:05:07,A8791542230C0,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
CS46X0E0122,SDTC,J707,4,1.0,2025-07-01,09:05:07,CS46X0E0122,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
VB33439MS,SDTC,D753,4,5.0,2025-07-01,09:05:07,VB33439MS,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A9095006064,SDTC,D722,4,1.0,2025-07-01,09:05:07,A9095006064,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A879100D931,SDTC,D710,4,1.0,2025-07-01,09:05:07,A879100D931,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A5219812080,SDTC,D728,4,1.0,2025-07-01,09:05:07,A5219812080,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A52128F4220,SDTC,D728,4,1.0,2025-07-01,09:05:07,A52128F4220,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A7544202041,SDTC,D728,4,1.0,2025-07-01,09:05:07,A7544202041,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
D8221278030,SDTC,D753,4,1.0,2025-07-01,09:05:07,D8221278030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A8174102040,SDTC,D718,4,1.0,2025-07-01,09:05:07,A8174102040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A5387930040,SDTC,D703,4,2.0,2025-07-01,09:05:07,A5387930040,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A9033316003,SDTC,D722,4,1.0,2025-07-01,09:05:07,A9033316003,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
6C07C442E52,SDTC,D710,4,1.0,2025-07-01,09:05:07,6C07C442E52,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A8934828100B0,SDTC,D703,4,1.0,2025-07-01,09:05:07,A8934828100B0,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
D5211248903,SDTC,D753,4,1.0,2025-07-01,09:05:07,D5211248903,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A8520828030,SDTC,D703,4,1.0,2025-07-01,09:05:07,A8520828030,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
A5219712080,SDTC,D728,4,1.0,2025-07-01,09:05:07,A5219712080,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,7,SDTC_B7
CSZ11610171,SDTC,J706,4,2.0,2025-07-01,09:05:07,CSZ11610171,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,8,SDTC_B8
CS241791430,SDTC,J706,4,1.0,2025-07-01,09:05:07,CS241791430,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,8,SDTC_B8
D5312548060,SDTC,D753,4,1.0,2025-07-01,09:05:07,D5312548060,2025-07-01 09:05:07,2025-07-01 11:00:00,TC1,8,SDTC_B8
A7680102929,SDTC,D718,4,1.0,2025-07-01,09:05:08,A7680102929,2025-07-01 09:05:08,2025-07-01 11:00:00,TC1,8,SDTC_B8
O04005011B5,SDTC,D729,4,1.0,2025-07-01,09:05:08,O04005011B5,2025-07-01 09:05:08,2025-07-01 11:00:00,TC1,8,SDTC_B8
A5253606150,SDTC,D703,4,1.0,2025-07-01,09:05:08,A5253606150,2025-07-01 09:05:08,2025-07-01 11:00:00,TC1,8,SDTC_B8
A754431A840,SDTC,D728,4,1.0,2025-07-01,09:05:08,A754431A840,2025-07-01 09:05:08,2025-07-01 11:00:00,TC1,8,SDTC_B8
A5253506160,SDTC,D703,4,1.0,2025-07-01,09:05:08,A5253506160,2025-07-01 09:05:08,2025-07-01 11:00:00,TC1,8,SDTC_B8
N23401151083,SDTC,J756,4,10.0,2025-07-01,09:15:03,N23401151083,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
A64827BZ030,SDTC,D720,4,1.0,2025-07-01,09:15:03,A64827BZ030,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
A6481842050,SDTC,C711,4,1.0,2025-07-01,09:15:03,A6481842050,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
A8794002900,SDTC,D702,4,1.0,2025-07-01,09:15:03,A8794002900,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
A62353BZ021,SDTC,D720,4,1.0,2025-07-01,09:15:03,A62353BZ021,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
C8222137240,SDTC,J706,4,2.0,2025-07-01,09:15:03,C8222137240,2025-07-01 09:15:03,2025-07-01 11:00:00,TC1,8,SDTC_B8
